year,cause,gender,age,people
2002,A41,1,90 to 94,825
2002,A41,1,95+,277
2002,A41,1,Unspecified,3
2002,A41,2,0 to 4,159
2002,A41,2,10 to 14,22
2002,A41,2,15 to 19,26
2002,A41,2,20 to 24,32
2002,A41,2,25 to 29,51
2002,A41,2,30 to 34,88
2002,A41,2,35 to 39,150
2002,A41,2,40 to 44,246
2002,A41,2,45 to 49,393
2002,A41,2,5 to 9,11
2002,A41,2,50 to 54,520
2002,A41,2,55 to 59,721
2002,A41,2,60 to 64,861
2002,A41,2,65 to 69,1276
2002,A41,2,70 to 74,1846
2002,A41,2,75 to 79,2685
2002,A41,2,80 to 84,3223
2002,A41,2,85 to 89,3134
2002,A41,2,90 to 94,2141
2002,A41,2,95+,1016
2003,A41,1,0 to 4,196
2003,A41,1,10 to 14,16
2003,A41,1,15 to 19,29
2003,A41,1,20 to 24,45
2003,A41,1,25 to 29,54
2003,A41,1,30 to 34,102
2003,A41,1,35 to 39,161
2003,A41,1,40 to 44,273
2003,A41,1,45 to 49,482
2003,A41,1,5 to 9,13
2003,A41,1,50 to 54,634
2003,A41,1,55 to 59,852
2003,A41,1,60 to 64,1007
2003,A41,1,65 to 69,1282
2003,A41,1,70 to 74,1704
2003,A41,1,75 to 79,2355
2003,A41,1,80 to 84,2494
2003,A41,1,85 to 89,1890
2003,A41,1,90 to 94,889
2003,A41,1,95+,273
2003,A41,1,Unspecified,2
2003,A41,2,0 to 4,148
2003,A41,2,10 to 14,18
2003,A41,2,15 to 19,22
2003,A41,2,20 to 24,48
2003,A41,2,25 to 29,62
2003,A41,2,30 to 34,75
2003,A41,2,35 to 39,134
2003,A41,2,40 to 44,292
2003,A41,2,45 to 49,406
2003,A41,2,5 to 9,15
2003,A41,2,50 to 54,570
2003,A41,2,55 to 59,752
2003,A41,2,60 to 64,980
2003,A41,2,65 to 69,1144
2003,A41,2,70 to 74,1761
2003,A41,2,75 to 79,2673
2003,A41,2,80 to 84,3289
2003,A41,2,85 to 89,3217
2003,A41,2,90 to 94,2159
2003,A41,2,95+,1013
2003,A41,2,Unspecified,1
2004,A41,1,0 to 4,196
2004,A41,1,10 to 14,10
2004,A41,1,15 to 19,25
2004,A41,1,20 to 24,44
2004,A41,1,25 to 29,49
2004,A41,1,30 to 34,110
2004,A41,1,35 to 39,155
2004,A41,1,40 to 44,261
2004,A41,1,45 to 49,475
2004,A41,1,5 to 9,14
2004,A41,1,50 to 54,697
2004,A41,1,55 to 59,893
2004,A41,1,60 to 64,1005
2004,A41,1,65 to 69,1231
2004,A41,1,70 to 74,1744
2004,A41,1,75 to 79,2282
2004,A41,1,80 to 84,2540
2004,A41,1,85 to 89,1879
2004,A41,1,90 to 94,858
2004,A41,1,95+,295
2004,A41,1,Unspecified,1
2004,A41,2,0 to 4,129
2004,A41,2,10 to 14,15
2004,A41,2,15 to 19,23
2004,A41,2,20 to 24,40
2004,A41,2,25 to 29,61
2004,A41,2,30 to 34,95
2004,A41,2,35 to 39,140
2004,A41,2,40 to 44,258
2004,A41,2,45 to 49,394
2004,A41,2,5 to 9,18
2004,A41,2,50 to 54,619
2004,A41,2,55 to 59,772
2004,A41,2,60 to 64,1005
2004,A41,2,65 to 69,1213
2004,A41,2,70 to 74,1720
2004,A41,2,75 to 79,2505
2004,A41,2,80 to 84,3157
2004,A41,2,85 to 89,2987
2004,A41,2,90 to 94,2052
2004,A41,2,95+,912
2004,A41,2,Unspecified,2
2005,A41,1,0 to 4,209
2005,A41,1,10 to 14,23
2005,A41,1,15 to 19,31
2005,A41,1,20 to 24,49
2005,A41,1,25 to 29,68
2005,A41,1,30 to 34,78
2005,A41,1,35 to 39,138
2005,A41,1,40 to 44,260
2005,A41,1,45 to 49,470
2005,A41,1,5 to 9,20
2005,A41,1,50 to 54,670
2005,A41,1,55 to 59,949
2005,A41,1,60 to 64,1080
2005,A41,1,65 to 69,1329
2005,A41,1,70 to 74,1727
2005,A41,1,75 to 79,2218
2005,A41,1,80 to 84,2555
2005,A41,1,85 to 89,1983
2005,A41,1,90 to 94,941
2005,A41,1,95+,284
2005,A41,1,Unspecified,2
2005,A41,2,0 to 4,164
2005,A41,2,10 to 14,18
2005,A41,2,15 to 19,28
2005,A41,2,20 to 24,34
2005,A41,2,25 to 29,56
2005,A41,2,30 to 34,101
2005,A41,2,35 to 39,162
2005,A41,2,40 to 44,243
2005,A41,2,45 to 49,399
2005,A41,2,5 to 9,9
2005,A41,2,50 to 54,614
2005,A41,2,55 to 59,831
2005,A41,2,60 to 64,963
2005,A41,2,65 to 69,1235
2005,A41,2,70 to 74,1703
2005,A41,2,75 to 79,2453
2005,A41,2,80 to 84,3291
2005,A41,2,85 to 89,3095
2005,A41,2,90 to 94,2169
2005,A41,2,95+,987
2005,A41,2,Unspecified,1
2007,A41,1,0 to 4,184
2007,A41,1,10 to 14,20
2007,A41,1,15 to 19,21
2007,A41,1,20 to 24,60
2007,A41,1,25 to 29,61
2007,A41,1,30 to 34,83
2007,A41,1,35 to 39,165
2007,A41,1,40 to 44,288
2007,A41,1,45 to 49,518
2007,A41,1,5 to 9,20
2007,A41,1,50 to 54,749
2007,A41,1,55 to 59,1029
2007,A41,1,60 to 64,1138
2007,A41,1,65 to 69,1421
2007,A41,1,70 to 74,1788
2007,A41,1,75 to 79,2183
2007,A41,1,80 to 84,2537
2007,A41,1,85 to 89,2040
2007,A41,1,90 to 94,1013
2007,A41,1,95+,276
2007,A41,1,Unspecified,1
2007,A41,2,0 to 4,156
2007,A41,2,10 to 14,16
2007,A41,2,15 to 19,29
2007,A41,2,20 to 24,45
2007,A41,2,25 to 29,55
2007,A41,2,30 to 34,78
2007,A41,2,35 to 39,154
2007,A41,2,40 to 44,277
2007,A41,2,45 to 49,445
2007,A41,2,5 to 9,10
2007,A41,2,50 to 54,657
2007,A41,2,55 to 59,890
2007,A41,2,60 to 64,1094
2007,A41,2,65 to 69,1333
2007,A41,2,70 to 74,1718
2007,A41,2,75 to 79,2406
2007,A41,2,80 to 84,3179
2007,A41,2,85 to 89,3247
2007,A41,2,90 to 94,2020
2007,A41,2,95+,933
2007,A41,2,Unspecified,1
1999,C15,1,0 to 4,6
1999,C15,1,30 to 34,22
1999,C15,1,35 to 39,64
1999,C15,1,40 to 44,190
1999,C15,1,45 to 49,409
1999,C15,1,50 to 54,683
1999,C15,1,55 to 59,969
1999,C15,1,60 to 64,1111
1999,C15,1,65 to 69,1396
1999,C15,1,70 to 74,1529
1999,C15,1,75 to 79,1327
1999,C15,1,80 to 84,808
1999,C15,1,85 to 89,421
1999,C15,1,90 to 94,127
1999,C15,1,95+,25
1999,C15,1,Unspecified,1
1999,C15,2,0 to 4,5
1999,C15,2,30 to 34,5
1999,C15,2,35 to 39,9
1999,C15,2,40 to 44,28
1999,C15,2,45 to 49,59
1999,C15,2,50 to 54,108
1999,C15,2,55 to 59,170
1999,C15,2,60 to 64,279
1999,C15,2,65 to 69,343
1999,C15,2,70 to 74,426
1999,C15,2,75 to 79,455
1999,C15,2,80 to 84,394
1999,C15,2,85 to 89,334
1999,C15,2,90 to 94,152
1999,C15,2,95+,55
2000,C15,1,0 to 4,7
2000,C15,1,20 to 24,2
2000,C15,1,25 to 29,7
2000,C15,1,30 to 34,24
2000,C15,1,35 to 39,69
2000,C15,1,40 to 44,193
2000,C15,1,45 to 49,414
2000,C15,1,50 to 54,746
2000,C15,1,55 to 59,988
2000,C15,1,60 to 64,1181
2000,C15,1,65 to 69,1349
2000,C15,1,70 to 74,1480
2000,C15,1,75 to 79,1337
2000,C15,1,80 to 84,896
2000,C15,1,85 to 89,436
2000,C15,1,90 to 94,122
2000,C15,1,95+,27
2000,C15,2,0 to 4,5
2000,C15,2,25 to 29,2
2000,C15,2,30 to 34,6
2000,C15,2,35 to 39,9
2000,C15,2,40 to 44,23
2000,C15,2,45 to 49,62
2000,C15,2,50 to 54,123
2000,C15,2,55 to 59,192
2000,C15,2,60 to 64,248
2000,C15,2,65 to 69,362
2000,C15,2,70 to 74,478
2000,C15,2,75 to 79,478
2000,C15,2,80 to 84,450
2000,C15,2,85 to 89,327
2000,C15,2,90 to 94,152
2000,C15,2,95+,35
2001,C15,1,0 to 4,6
2001,C15,1,20 to 24,4
2001,C15,1,25 to 29,8
2001,C15,1,30 to 34,18
2001,C15,1,35 to 39,52
2001,C15,1,40 to 44,201
2001,C15,1,45 to 49,417
2001,C15,1,50 to 54,786
2001,C15,1,55 to 59,940
2001,C15,1,60 to 64,1197
2001,C15,1,65 to 69,1436
2001,C15,1,70 to 74,1552
2001,C15,1,75 to 79,1422
2001,C15,1,80 to 84,942
2001,C15,1,85 to 89,452
2001,C15,1,90 to 94,153
2001,C15,1,95+,20
2001,C15,1,Unspecified,1
2001,C15,2,0 to 4,4
2001,C15,2,25 to 29,1
2001,C15,2,30 to 34,2
2001,C15,2,35 to 39,16
2001,C15,2,40 to 44,38
2001,C15,2,45 to 49,75
2001,C15,2,50 to 54,129
2001,C15,2,55 to 59,174
2001,C15,2,60 to 64,240
2001,C15,2,65 to 69,329
2001,C15,2,70 to 74,461
2001,C15,2,75 to 79,518
2001,C15,2,80 to 84,423
2001,C15,2,85 to 89,305
2001,C15,2,90 to 94,164
2001,C15,2,95+,43
2002,C15,1,0 to 4,5
2002,C15,1,25 to 29,4
2002,C15,1,30 to 34,10
2002,C15,1,35 to 39,71
2002,C15,1,40 to 44,186
2002,C15,1,45 to 49,424
2002,C15,1,50 to 54,759
2002,C15,1,55 to 59,1097
2002,C15,1,60 to 64,1221
2002,C15,1,65 to 69,1394
2002,C15,1,70 to 74,1557
2002,C15,1,75 to 79,1437
2002,C15,1,80 to 84,1017
2002,C15,1,85 to 89,452
2002,C15,1,90 to 94,127
2002,C15,1,95+,24
2002,C15,2,0 to 4,4
2002,C15,2,20 to 24,3
2002,C15,2,30 to 34,5
2002,C15,2,35 to 39,12
2002,C15,2,40 to 44,39
2002,C15,2,45 to 49,77
2002,C15,2,50 to 54,128
2002,C15,2,55 to 59,187
2002,C15,2,60 to 64,254
2002,C15,2,65 to 69,342
2002,C15,2,70 to 74,397
2002,C15,2,75 to 79,472
2002,C15,2,80 to 84,463
2002,C15,2,85 to 89,314
2002,C15,2,90 to 94,168
2002,C15,2,95+,45
2002,C15,2,Unspecified,1
2003,C15,1,0 to 4,5
2003,C15,1,20 to 24,2
2003,C15,1,25 to 29,8
2003,C15,1,30 to 34,15
2003,C15,1,35 to 39,66
2003,C15,1,40 to 44,173
2003,C15,1,45 to 49,445
2003,C15,1,50 to 54,757
2003,C15,1,55 to 59,1174
2003,C15,1,60 to 64,1308
2003,C15,1,65 to 69,1385
2003,C15,1,70 to 74,1466
2003,C15,1,75 to 79,1414
2003,C15,1,80 to 84,1049
2003,C15,1,85 to 89,475
2003,C15,1,90 to 94,156
2003,C15,1,95+,22
2003,C15,2,0 to 4,4
2003,C15,2,25 to 29,3
2003,C15,2,30 to 34,3
2003,C15,2,35 to 39,10
2003,C15,2,40 to 44,38
2003,C15,2,45 to 49,81
2003,C15,2,50 to 54,124
2003,C15,2,55 to 59,214
2003,C15,2,60 to 64,240
2003,C15,2,65 to 69,329
2003,C15,2,70 to 74,439
2003,C15,2,75 to 79,480
2003,C15,2,80 to 84,447
2003,C15,2,85 to 89,330
2003,C15,2,90 to 94,150
2003,C15,2,95+,46
2004,C15,1,0 to 4,5
2004,C15,1,25 to 29,8
2004,C15,1,30 to 34,20
2004,C15,1,35 to 39,58
2004,C15,1,40 to 44,183
2004,C15,1,45 to 49,440
2004,C15,1,50 to 54,771
2004,C15,1,55 to 59,1129
2004,C15,1,60 to 64,1371
2004,C15,1,65 to 69,1412
2004,C15,1,70 to 74,1404
2004,C15,1,75 to 79,1450
2004,C15,1,80 to 84,1096
2004,C15,1,85 to 89,555
2004,C15,1,90 to 94,154
2004,C15,1,95+,22
2004,C15,2,0 to 4,3
2004,C15,2,25 to 29,3
2004,C15,2,30 to 34,5
2004,C15,2,35 to 39,11
2004,C15,2,40 to 44,38
2004,C15,2,45 to 49,73
2004,C15,2,50 to 54,137
2004,C15,2,55 to 59,204
2004,C15,2,60 to 64,285
2004,C15,2,65 to 69,327
2004,C15,2,70 to 74,410
2004,C15,2,75 to 79,478
2004,C15,2,80 to 84,443
2004,C15,2,85 to 89,324
2004,C15,2,90 to 94,147
2004,C15,2,95+,54
2005,C15,1,0 to 4,5
2005,C15,1,20 to 24,2
2005,C15,1,25 to 29,7
2005,C15,1,30 to 34,23
2005,C15,1,35 to 39,64
2005,C15,1,40 to 44,196
2005,C15,1,45 to 49,436
2005,C15,1,50 to 54,866
2005,C15,1,55 to 59,1245
2005,C15,1,60 to 64,1374
2005,C15,1,65 to 69,1469
2005,C15,1,70 to 74,1507
2005,C15,1,75 to 79,1546
2005,C15,1,80 to 84,1133
2005,C15,1,85 to 89,542
2005,C15,1,90 to 94,171
2005,C15,1,95+,25
2005,C15,2,0 to 4,4
2005,C15,2,25 to 29,4
2005,C15,2,30 to 34,1
2005,C15,2,35 to 39,11
2005,C15,2,40 to 44,42
2005,C15,2,45 to 49,85
2005,C15,2,50 to 54,122
2005,C15,2,55 to 59,218
2005,C15,2,60 to 64,261
2005,C15,2,65 to 69,304
2005,C15,2,70 to 74,401
2005,C15,2,75 to 79,497
2005,C15,2,80 to 84,405
2005,C15,2,85 to 89,333
2005,C15,2,90 to 94,164
2005,C15,2,95+,36
2007,C15,1,0 to 4,5
2007,C15,1,25 to 29,7
2007,C15,1,30 to 34,18
2007,C15,1,35 to 39,43
2007,C15,1,40 to 44,162
2007,C15,1,45 to 49,459
2007,C15,1,50 to 54,784
2007,C15,1,55 to 59,1287
2007,C15,1,60 to 64,1579
2007,C15,1,65 to 69,1513
2007,C15,1,70 to 74,1492
2007,C15,1,75 to 79,1372
2007,C15,1,80 to 84,1165
2007,C15,1,85 to 89,639
2007,C15,1,90 to 94,191
2007,C15,1,95+,30
2007,C15,2,0 to 4,6
2007,C15,2,30 to 34,3
2007,C15,2,35 to 39,12
2007,C15,2,40 to 44,26
2007,C15,2,45 to 49,83
2007,C15,2,50 to 54,124
2007,C15,2,55 to 59,229
2007,C15,2,60 to 64,281
2007,C15,2,65 to 69,300
2007,C15,2,70 to 74,420
2007,C15,2,75 to 79,416
2007,C15,2,80 to 84,422
2007,C15,2,85 to 89,327
2007,C15,2,90 to 94,146
2007,C15,2,95+,47
1999,C16,1,0 to 4,7
1999,C16,1,15 to 19,1
1999,C16,1,20 to 24,4
1999,C16,1,25 to 29,22
1999,C16,1,30 to 34,54
1999,C16,1,35 to 39,101
1999,C16,1,40 to 44,182
1999,C16,1,45 to 49,303
1999,C16,1,50 to 54,443
1999,C16,1,55 to 59,558
1999,C16,1,60 to 64,694
1999,C16,1,65 to 69,890
1999,C16,1,70 to 74,1111
1999,C16,1,75 to 79,1249
1999,C16,1,80 to 84,989
1999,C16,1,85 to 89,568
1999,C16,1,90 to 94,223
1999,C16,1,95+,60
1999,C16,2,0 to 4,5
1999,C16,2,20 to 24,4
1999,C16,2,25 to 29,25
1999,C16,2,30 to 34,34
1999,C16,2,35 to 39,88
1999,C16,2,40 to 44,134
1999,C16,2,45 to 49,147
1999,C16,2,50 to 54,207
1999,C16,2,55 to 59,250
1999,C16,2,60 to 64,358
1999,C16,2,65 to 69,466
1999,C16,2,70 to 74,680
1999,C16,2,75 to 79,813
1999,C16,2,80 to 84,807
1999,C16,2,85 to 89,709
1999,C16,2,90 to 94,384
1999,C16,2,95+,139
2000,C16,1,0 to 4,5
2000,C16,1,25 to 29,22
2000,C16,1,30 to 34,41
2000,C16,1,35 to 39,100
2000,C16,1,40 to 44,184
2000,C16,1,45 to 49,290
2000,C16,1,50 to 54,412
2000,C16,1,55 to 59,506
2000,C16,1,60 to 64,722
2000,C16,1,65 to 69,859
2000,C16,1,70 to 74,1106
2000,C16,1,75 to 79,1201
2000,C16,1,80 to 84,943
2000,C16,1,85 to 89,616
2000,C16,1,90 to 94,247
2000,C16,1,95+,64
2000,C16,2,0 to 4,6
2000,C16,2,15 to 19,3
2000,C16,2,20 to 24,5
2000,C16,2,25 to 29,14
2000,C16,2,30 to 34,41
2000,C16,2,35 to 39,66
2000,C16,2,40 to 44,133
2000,C16,2,45 to 49,178
2000,C16,2,50 to 54,215
2000,C16,2,55 to 59,246
2000,C16,2,60 to 64,329
2000,C16,2,65 to 69,457
2000,C16,2,70 to 74,630
2000,C16,2,75 to 79,808
2000,C16,2,80 to 84,879
2000,C16,2,85 to 89,762
2000,C16,2,90 to 94,394
2000,C16,2,95+,150
2001,C16,1,0 to 4,6
2001,C16,1,20 to 24,5
2001,C16,1,25 to 29,20
2001,C16,1,30 to 34,47
2001,C16,1,35 to 39,98
2001,C16,1,40 to 44,155
2001,C16,1,45 to 49,288
2001,C16,1,50 to 54,443
2001,C16,1,55 to 59,514
2001,C16,1,60 to 64,724
2001,C16,1,65 to 69,855
2001,C16,1,70 to 74,1070
2001,C16,1,75 to 79,1194
2001,C16,1,80 to 84,952
2001,C16,1,85 to 89,550
2001,C16,1,90 to 94,221
2001,C16,1,95+,41
2001,C16,2,0 to 4,5
2001,C16,2,20 to 24,10
2001,C16,2,25 to 29,13
2001,C16,2,30 to 34,38
2001,C16,2,35 to 39,80
2001,C16,2,40 to 44,124
2001,C16,2,45 to 49,164
2001,C16,2,50 to 54,232
2001,C16,2,55 to 59,237
2001,C16,2,60 to 64,296
2001,C16,2,65 to 69,450
2001,C16,2,70 to 74,641
2001,C16,2,75 to 79,809
2001,C16,2,80 to 84,834
2001,C16,2,85 to 89,666
2001,C16,2,90 to 94,398
2001,C16,2,95+,124
2002,C16,1,0 to 4,6
2002,C16,1,20 to 24,8
2002,C16,1,25 to 29,26
2002,C16,1,30 to 34,49
2002,C16,1,35 to 39,82
2002,C16,1,40 to 44,157
2002,C16,1,45 to 49,285
2002,C16,1,50 to 54,440
2002,C16,1,55 to 59,555
2002,C16,1,60 to 64,659
2002,C16,1,65 to 69,804
2002,C16,1,70 to 74,1063
2002,C16,1,75 to 79,1116
2002,C16,1,80 to 84,945
2002,C16,1,85 to 89,628
2002,C16,1,90 to 94,258
2002,C16,1,95+,48
2002,C16,2,0 to 4,7
2002,C16,2,20 to 24,14
2002,C16,2,25 to 29,17
2002,C16,2,30 to 34,41
2002,C16,2,35 to 39,78
2002,C16,2,40 to 44,119
2002,C16,2,45 to 49,157
2002,C16,2,50 to 54,223
2002,C16,2,55 to 59,283
2002,C16,2,60 to 64,331
2002,C16,2,65 to 69,375
2002,C16,2,70 to 74,574
2002,C16,2,75 to 79,783
2002,C16,2,80 to 84,807
2002,C16,2,85 to 89,716
2002,C16,2,90 to 94,406
2002,C16,2,95+,129
2003,C16,1,0 to 4,6
2003,C16,1,15 to 19,2
2003,C16,1,20 to 24,4
2003,C16,1,25 to 29,16
2003,C16,1,30 to 34,47
2003,C16,1,35 to 39,91
2003,C16,1,40 to 44,171
2003,C16,1,45 to 49,305
2003,C16,1,50 to 54,462
2003,C16,1,55 to 59,573
2003,C16,1,60 to 64,708
2003,C16,1,65 to 69,810
2003,C16,1,70 to 74,1012
2003,C16,1,75 to 79,1061
2003,C16,1,80 to 84,919
2003,C16,1,85 to 89,574
2003,C16,1,90 to 94,238
2003,C16,1,95+,55
2003,C16,2,0 to 4,4
2003,C16,2,20 to 24,9
2003,C16,2,25 to 29,18
2003,C16,2,30 to 34,46
2003,C16,2,35 to 39,87
2003,C16,2,40 to 44,131
2003,C16,2,45 to 49,188
2003,C16,2,50 to 54,255
2003,C16,2,55 to 59,256
2003,C16,2,60 to 64,336
2003,C16,2,65 to 69,401
2003,C16,2,70 to 74,566
2003,C16,2,75 to 79,744
2003,C16,2,80 to 84,824
2003,C16,2,85 to 89,689
2003,C16,2,90 to 94,379
2003,C16,2,95+,120
2004,C16,1,0 to 4,7
2004,C16,1,20 to 24,6
2004,C16,1,25 to 29,15
2004,C16,1,30 to 34,46
2004,C16,1,35 to 39,78
2004,C16,1,40 to 44,191
2004,C16,1,45 to 49,280
2004,C16,1,50 to 54,442
2004,C16,1,55 to 59,601
2004,C16,1,60 to 64,671
2004,C16,1,65 to 69,787
2004,C16,1,70 to 74,946
2004,C16,1,75 to 79,1040
2004,C16,1,80 to 84,898
2004,C16,1,85 to 89,659
2004,C16,1,90 to 94,240
2004,C16,1,95+,50
2004,C16,2,0 to 4,4
2004,C16,2,20 to 24,4
2004,C16,2,25 to 29,12
2004,C16,2,30 to 34,47
2004,C16,2,35 to 39,67
2004,C16,2,40 to 44,138
2004,C16,2,45 to 49,177
2004,C16,2,50 to 54,243
2004,C16,2,55 to 59,281
2004,C16,2,60 to 64,333
2004,C16,2,65 to 69,414
2004,C16,2,70 to 74,603
2004,C16,2,75 to 79,692
2004,C16,2,80 to 84,782
2004,C16,2,85 to 89,595
2004,C16,2,90 to 94,382
2004,C16,2,95+,124
2005,C16,1,0 to 4,7
2005,C16,1,20 to 24,7
2005,C16,1,25 to 29,15
2005,C16,1,30 to 34,43
2005,C16,1,35 to 39,89
2005,C16,1,40 to 44,177
2005,C16,1,45 to 49,276
2005,C16,1,50 to 54,417
2005,C16,1,55 to 59,557
2005,C16,1,60 to 64,647
2005,C16,1,65 to 69,774
2005,C16,1,70 to 74,904
2005,C16,1,75 to 79,1012
2005,C16,1,80 to 84,957
2005,C16,1,85 to 89,590
2005,C16,1,90 to 94,229
2005,C16,1,95+,50
2005,C16,2,0 to 4,4
2005,C16,2,20 to 24,10
2005,C16,2,25 to 29,15
2005,C16,2,30 to 34,41
2005,C16,2,35 to 39,55
2005,C16,2,40 to 44,127
2005,C16,2,45 to 49,205
2005,C16,2,50 to 54,205
2005,C16,2,55 to 59,271
2005,C16,2,60 to 64,308
2005,C16,2,65 to 69,419
2005,C16,2,70 to 74,515
2005,C16,2,75 to 79,727
2005,C16,2,80 to 84,769
2005,C16,2,85 to 89,651
2005,C16,2,90 to 94,316
2005,C16,2,95+,124
2007,C16,1,0 to 4,4
2007,C16,1,20 to 24,5
2007,C16,1,25 to 29,23
2007,C16,1,30 to 34,32
2007,C16,1,35 to 39,83
2007,C16,1,40 to 44,165
2007,C16,1,45 to 49,280
2007,C16,1,50 to 54,424
2007,C16,1,55 to 59,561
2007,C16,1,60 to 64,698
2007,C16,1,65 to 69,806
2007,C16,1,70 to 74,893
2007,C16,1,75 to 79,957
2007,C16,1,80 to 84,913
2007,C16,1,85 to 89,622
2007,C16,1,90 to 94,233
2007,C16,1,95+,53
2007,C16,2,0 to 4,5
2007,C16,2,25 to 29,18
2007,C16,2,30 to 34,49
2007,C16,2,35 to 39,91
2007,C16,2,40 to 44,116
2007,C16,2,45 to 49,212
2007,C16,2,50 to 54,234
2007,C16,2,55 to 59,280
2007,C16,2,60 to 64,340
2007,C16,2,65 to 69,378
2007,C16,2,70 to 74,477
2007,C16,2,75 to 79,645
2007,C16,2,80 to 84,738
2007,C16,2,85 to 89,613
2007,C16,2,90 to 94,312
2007,C16,2,95+,117
1999,C18,1,0 to 4,9
1999,C18,1,15 to 19,4
1999,C18,1,20 to 24,16
1999,C18,1,25 to 29,33
1999,C18,1,30 to 34,77
1999,C18,1,35 to 39,169
1999,C18,1,40 to 44,343
1999,C18,1,45 to 49,675
1999,C18,1,50 to 54,1092
