year,cause,gender,age,people
1999,"Ischaemic heart diseases",1,0 to 4,47
1999,"Ischaemic heart diseases",1,5 to 9,10
1999,"Ischaemic heart diseases",1,10 to 14,5
1999,"Ischaemic heart diseases",1,15 to 19,30
1999,"Ischaemic heart diseases",1,20 to 24,56
1999,"Ischaemic heart diseases",1,25 to 29,168
1999,"Ischaemic heart diseases",1,30 to 34,568
1999,"Ischaemic heart diseases",1,35 to 39,1801
1999,"Ischaemic heart diseases",1,40 to 44,4165
1999,"Ischaemic heart diseases",1,45 to 49,7443
1999,"Ischaemic heart diseases",1,50 to 54,11614
1999,"Ischaemic heart diseases",1,55 to 59,15021
1999,"Ischaemic heart diseases",1,60 to 64,19099
1999,"Ischaemic heart diseases",1,65 to 69,26184
1999,"Ischaemic heart diseases",1,70 to 74,36003
1999,"Ischaemic heart diseases",1,75 to 79,44041
1999,"Ischaemic heart diseases",1,80 to 84,43264
1999,"Ischaemic heart diseases",1,85 to 89,34168
1999,"Ischaemic heart diseases",1,90 to 94,17472
1999,"Ischaemic heart diseases",1,95+,6086
1999,"Ischaemic heart diseases",1,Unspecified,31
1999,"Ischaemic heart diseases",2,0 to 4,57
1999,"Ischaemic heart diseases",2,5 to 9,3
1999,"Ischaemic heart diseases",2,10 to 14,2
1999,"Ischaemic heart diseases",2,15 to 19,16
1999,"Ischaemic heart diseases",2,20 to 24,27
1999,"Ischaemic heart diseases",2,25 to 29,73
1999,"Ischaemic heart diseases",2,30 to 34,199
1999,"Ischaemic heart diseases",2,35 to 39,584
1999,"Ischaemic heart diseases",2,40 to 44,1190
1999,"Ischaemic heart diseases",2,45 to 49,2077
1999,"Ischaemic heart diseases",2,50 to 54,3636
1999,"Ischaemic heart diseases",2,55 to 59,5554
1999,"Ischaemic heart diseases",2,60 to 64,8699
1999,"Ischaemic heart diseases",2,65 to 69,13896
1999,"Ischaemic heart diseases",2,70 to 74,22755
1999,"Ischaemic heart diseases",2,75 to 79,35335
1999,"Ischaemic heart diseases",2,80 to 84,46651
1999,"Ischaemic heart diseases",2,85 to 89,53990
1999,"Ischaemic heart diseases",2,90 to 94,43030
1999,"Ischaemic heart diseases",2,95+,24630
1999,"Ischaemic heart diseases",2,Unspecified,8
2000,"Ischaemic heart diseases",1,0 to 4,46
2000,"Ischaemic heart diseases",1,5 to 9,5
2000,"Ischaemic heart diseases",1,10 to 14,3
2000,"Ischaemic heart diseases",1,15 to 19,19
2000,"Ischaemic heart diseases",1,20 to 24,58
2000,"Ischaemic heart diseases",1,25 to 29,179
2000,"Ischaemic heart diseases",1,30 to 34,523
2000,"Ischaemic heart diseases",1,35 to 39,1663
2000,"Ischaemic heart diseases",1,40 to 44,4119
2000,"Ischaemic heart diseases",1,45 to 49,7601
2000,"Ischaemic heart diseases",1,50 to 54,11548
2000,"Ischaemic heart diseases",1,55 to 59,15151
2000,"Ischaemic heart diseases",1,60 to 64,18640
2000,"Ischaemic heart diseases",1,65 to 69,24224
2000,"Ischaemic heart diseases",1,70 to 74,34329
2000,"Ischaemic heart diseases",1,75 to 79,42452
2000,"Ischaemic heart diseases",1,80 to 84,42295
2000,"Ischaemic heart diseases",1,85 to 89,34024
2000,"Ischaemic heart diseases",1,90 to 94,17603
2000,"Ischaemic heart diseases",1,95+,6063
2000,"Ischaemic heart diseases",1,Unspecified,34
2000,"Ischaemic heart diseases",2,0 to 4,59
2000,"Ischaemic heart diseases",2,5 to 9,3
2000,"Ischaemic heart diseases",2,10 to 14,3
2000,"Ischaemic heart diseases",2,15 to 19,11
2000,"Ischaemic heart diseases",2,20 to 24,29
2000,"Ischaemic heart diseases",2,25 to 29,55
2000,"Ischaemic heart diseases",2,30 to 34,174
2000,"Ischaemic heart diseases",2,35 to 39,567
2000,"Ischaemic heart diseases",2,40 to 44,1163
2000,"Ischaemic heart diseases",2,45 to 49,2037
2000,"Ischaemic heart diseases",2,50 to 54,3703
2000,"Ischaemic heart diseases",2,55 to 59,5566
2000,"Ischaemic heart diseases",2,60 to 64,8371
2000,"Ischaemic heart diseases",2,65 to 69,13032
2000,"Ischaemic heart diseases",2,70 to 74,21299
2000,"Ischaemic heart diseases",2,75 to 79,34113
